       36	2019-04-01 03:58:17	2	0	1	0
       38	2019-04-01 04:00:07	2	0	1	0
       67	2019-04-01 04:02:27	2	3	1	0
      161	2019-04-01 05:03:19	2	0	1	0
      158	2019-04-01 05:10:02	2	3	1	0
       15	2019-04-01 05:11:47	2	0	1	0
       46	2019-04-01 05:22:16	2	0	1	0
       59	2019-04-01 05:30:03	2	3	1	0
       65	2019-04-01 05:35:58	2	3	1	0
      122	2019-04-01 05:38:23	2	3	1	0
       51	2019-04-01 05:45:52	2	0	1	0
       42	2019-04-01 05:47:34	2	0	1	0
       54	2019-04-01 05:50:16	2	0	1	0
      133	2019-04-01 05:55:58	2	0	1	0
       96	2019-04-01 05:56:46	2	0	1	0
       50	2019-04-01 05:59:36	2	0	1	0
      121	2019-04-01 06:00:44	2	1	1	0
       45	2019-04-01 06:00:58	2	0	1	0
      175	2019-04-01 06:01:10	2	3	1	0
      175	2019-04-01 06:01:24	2	0	1	0
      131	2019-04-01 06:06:50	2	0	1	0
       53	2019-04-01 06:09:28	2	0	1	0
       66	2019-04-01 06:09:31	2	0	1	0
      104	2019-04-01 06:09:46	2	0	1	0
       57	2019-04-01 06:10:46	2	0	1	0
       87	2019-04-01 06:12:56	2	3	1	0
       68	2019-04-01 06:13:22	2	3	1	0
       68	2019-04-01 06:13:34	2	0	1	0
       87	2019-04-01 06:13:39	2	0	1	0
       59	2019-04-01 06:13:49	2	0	1	0
       55	2019-04-01 06:14:44	2	3	1	0
      151	2019-04-01 06:15:58	2	3	1	0
      150	2019-04-01 06:16:13	2	3	1	0
      149	2019-04-01 06:19:38	2	1	1	0
       18	2019-04-01 06:19:50	2	0	1	0
      125	2019-04-01 06:20:01	2	0	1	0
       97	2019-04-01 06:21:20	2	0	1	0
      141	2019-04-01 06:22:57	2	0	1	0
       52	2019-04-01 06:28:20	2	0	1	0
       94	2019-04-01 06:39:49	2	0	1	0
      143	2019-04-01 06:43:26	2	0	1	0
      120	2019-04-01 06:47:08	2	0	1	0
       67	2019-04-01 06:50:29	2	0	1	0
        3	2019-04-01 06:50:42	2	0	1	0
      142	2019-04-01 06:53:18	2	0	1	0
      115	2019-04-01 06:55:51	2	0	1	0
        8	2019-04-01 06:56:00	2	0	1	0
       27	2019-04-01 06:56:18	2	0	1	0
       89	2019-04-01 06:57:51	2	0	1	0
      170	2019-04-01 06:59:34	2	0	1	0
      171	2019-04-01 07:00:05	2	1	1	0
       71	2019-04-01 07:00:20	2	0	1	0
       98	2019-04-01 07:01:04	2	0	1	0
        2	2019-04-01 07:03:04	2	0	1	0
       16	2019-04-01 07:03:33	2	0	1	0
       25	2019-04-01 07:03:53	2	0	1	0
       77	2019-04-01 07:03:58	2	0	1	0
       91	2019-04-01 07:04:51	2	0	1	0
      130	2019-04-01 07:05:43	2	0	1	0
       24	2019-04-01 07:05:58	2	0	1	0
      113	2019-04-01 07:06:11	2	0	1	0
      118	2019-04-01 07:06:34	2	0	1	0
      106	2019-04-01 07:09:28	2	3	1	0
      110	2019-04-01 07:10:01	2	3	1	0
       21	2019-04-01 07:10:54	2	0	1	0
      174	2019-04-01 07:11:31	2	0	1	0
      122	2019-04-01 07:12:12	2	0	1	0
       78	2019-04-01 07:13:01	2	0	1	0
      127	2019-04-01 07:13:24	2	0	1	0
      166	2019-04-01 07:15:57	2	0	1	0
       81	2019-04-01 07:16:34	2	0	1	0
      101	2019-04-01 07:17:38	2	0	1	0
       43	2019-04-01 07:18:13	2	0	1	0
       72	2019-04-01 07:18:35	2	0	1	0
       86	2019-04-01 07:18:42	2	0	1	0
       19	2019-04-01 07:19:42	2	0	1	0
       10	2019-04-01 07:19:48	2	0	1	0
       31	2019-04-01 07:20:15	2	0	1	0
      124	2019-04-01 07:20:42	2	0	1	0
      165	2019-04-01 07:20:56	2	0	1	0
       22	2019-04-01 07:21:00	2	0	1	0
      173	2019-04-01 07:22:23	2	0	1	0
       14	2019-04-01 07:22:28	2	0	1	0
